newcatc,newcat,velocity,weightpercentw,diametermm,thicknessmm,heightin,craterdiameterfromouteredgesmm,whenbreakupstartsframe,breakuplocation,inflectionpoint,retraction,category,comments,craterdiameterfromouteredgesmmno,rownum,blocknum,pcat1,pcat2,pcat3,pcat4,pcat5,pcatmax,rho,sigma,nu,pi1,pi2,pi3,pi4,pi5,pi6,lpi1,lpi2,lpi3,lpi4,lpi5,_clus_2,splash,predsplash,issplash,newcat1,aaa1,aaa2,aaa3,aaa4,aaa5
"Intact Sheet","Intact Sheet",6.3534391,1,.015,.003,81,45.4,"N","N","N","N","Stuck","",54.5,55,7,.02198087,.43093704,.53591786,.00727076,.00389348,.53591786,1000,106,2.1,380.81309,1.068e+08,.21632653,.20000001,8.865051,44.325254,5.9423087,18.48673,-1.5309663,-1.6094379,2.1821167,3,0,.02376,0,"Broken or Intact Sheet",.08814678,.15279135,.35583018,.08289222,.32033947
"Intact Sheet","Intact Sheet",6.3534391,1,.015,.004,81,49.6,"N","N","N","N","Stuck","",59.5,56,8,.0678015,.66039811,.26832376,.00227028,.00120635,.66039811,1000,106,2.1,380.81309,1.068e+08,.38458054,.26666669,11.729054,43.983949,5.9423087,18.48673,-.95560206,-1.3217558,2.462069,3,0,.0085176,0,"Broken or Intact Sheet",.0805911,.14290456,.34951629,.084977,.34201106
"Broken Sheet","Broken Sheet",6.3534391,1,.02,.0005,81,58.8,"N","N","N","Y","Stuck","Sheet retraction",70.5,57,9,.00033803,.01196464,.55899345,.2224867,.20621718,.55899345,1000,106,2.1,380.81309,60090706,.00600907,.025,1.5067384,60.26953,5.9423087,17.911366,-5.1144851,-3.6888794,.40994729,3,0,.4721077,0,"Broken or Intact Sheet",.11056022,.17929261,.36568277,.07624126,.26822315
"Intact Sheet","Intact Sheet",6.3534391,1,.02,.0015,81,68.4,"N","N","N","Y","Stuck","Sheet retraction",82.1,58,10,.00109311,.03765462,.77301983,.11392115,.07431128,.77301983,1000,106,2.1,380.81309,60090706,.05408163,.075,4.4847261,59.796346,5.9423087,17.911366,-2.9172606,-2.5902671,1.5006774,3,0,.2557485,0,"Broken or Intact Sheet",.10094271,.16841945,.36284555,.07913089,.28866139
"Intact Sheet","Intact Sheet",6.3534391,1,.02,.003,81,61.9,"N","N","N","N","Stuck","",74.3,59,11,.0063304,.18373706,.77162799,.02470288,.01360166,.77162799,1000,106,2.1,380.81309,60090706,.21632653,.15,8.865051,59.100338,5.9423087,17.911366,-1.5309663,-1.89712,2.1821167,3,0,.0704103,0,"Broken or Intact Sheet",.08814678,.15279135,.35583018,.08289222,.32033947
"Intact Sheet","Intact Sheet",6.3534391,1,.02,.004,81,61.9,"N","N","N","N","Stuck","",74.3,60,12,.0202004,.41143628,.55620519,.00791526,.00424287,.55620519,1000,106,2.1,380.81309,60090706,.38458054,.20000001,11.729054,58.645265,5.9423087,17.911366,-.95560206,-1.6094378,2.462069,3,0,.0255637,0,"Broken or Intact Sheet",.0805911,.14290456,.34951629,.084977,.34201106
"Broken Sheet","Broken Sheet",6.3534391,1,.025,.0005,81,77.2,"94","M","N","Y","Stick","Sheet retraction",92.6,61,13,.00009584,.00342249,.27065661,.24761028,.47821478,.47821478,1000,106,2.1,380.81309,38458049,.00600907,.02,1.5067384,75.336916,5.9423087,17.465079,-5.1144851,-3.912023,.40994729,3,0,.7389512,1,"Broken or Intact Sheet",.11056022,.17929261,.36568277,.07624126,.26822315
"Intact Sheet","Intact Sheet",6.3534391,1,.025,.0015,81,82.6,"N","N","Y","Y","Stuck","Sheet retraction",99.1,62,14,.0003101,.01098699,.53874793,.22925491,.22070007,.53874793,1000,106,2.1,380.81309,38458049,.05408163,.06,4.4847261,74.745435,5.9423087,17.465079,-2.9172606,-2.8134107,1.5006774,3,0,.5172266,1,"Broken or Intact Sheet",.10094271,.16841945,.36284555,.07913089,.28866139
"Intact Sheet","Intact Sheet",6.3534391,1,.025,.003,81,88.7,"N","N","Y","N","Stuck","",106.4,63,15,.00180259,.0605683,.81442647,.07681323,.04638941,.81442647,1000,106,2.1,380.81309,38458049,.21632653,.12,8.865051,73.875425,5.9423087,17.465079,-1.5309663,-2.1202635,2.1821167,3,0,.1876024,0,"Broken or Intact Sheet",.08814678,.15279135,.35583018,.08289222,.32033947
"Intact Sheet","Intact Sheet",6.3534391,1,.025,.004,81,90.8,"N","N","N","N","Stuck","",109,64,16,.00581011,.17132773,.78124923,.02680363,.01480931,.78124923,1000,106,2.1,380.81309,38458049,.38458054,.16000001,11.729054,73.306584,5.9423087,17.465079,-.95560206,-1.8325814,2.462069,3,0,.0730539,0,"Broken or Intact Sheet",.0805911,.14290456,.34951629,.084977,.34201106
"Splash","Splash",5.090589,.1,.01,.0005,52,42.6,"84","B","N","N","BUP","",51.1,65,1,9.016e-06,.00032299,.03398073,.05876813,.90691914,.90691914,1000,13,.23,1993.392,2.457e+09,.06143668,.05,11.005401,220.108,7.597593,21.622397,-2.7897482,-2.9957322,2.3983861,4,1,1,1,"Splash",.08244247,.14537398,.35123452,.08448086,.33646816
"Splash","Splash",5.090589,.1,.01,.0015,52,51.8,"104","T","N","N","Fall","",62.2,66,2,.00002918,.00104446,.10205566,.14620059,.75067012,.75067012,1000,13,.23,1993.392,2.457e+09,.55293007,.15,32.655622,217.70414,7.597593,21.622397,-.59252375,-1.89712,3.486017,4,1,.9999831,1,"Splash",.04111359,.08229921,.2728789,.08852646,.51518184
"Broken Sheet","Broken Sheet",5.090589,.1,.01,.003,52,51.8,"N","N","N","Sheet","Fall","",62.2,67,3,.00016984,.00604837,.39477335,.25813481,.34087364,.39477335,1000,13,.23,1993.392,2.457e+09,2.2117203,.30000001,64.258563,214.1952,7.597593,21.622397,.79377061,-1.2039728,4.162915,4,0,.3493851,0,"Broken or Intact Sheet",.01435282,.03128008,.13666458,.05990095,.75780157
"Broken Sheet","Broken Sheet",5.090589,.1,.01,.004,52,55.9,"136","T","N","Sheet","Stick","Sheet Falls on center",67.1,68,4,.00054941,.01929787,.66433516,.17803119,.13778637,.66433516,1000,13,.23,1993.392,2.457e+09,3.9319474,.40000003,84.767241,211.91809,7.597593,21.622397,1.3691348,-.91629066,4.4399092,4,0,.0001364,0,"Broken or Intact Sheet",.00717349,.01600157,.07642557,.03727626,.86312311
"Splash","Splash",5.090589,.1,.015,.0005,52,56.5,"95","B","N","N","BUP","",67.8,69,5,2.556e-06,.00009158,.00987732,.01829877,.97172977,.97172977,1000,13,.23,1993.392,1.092e+09,.06143668,.03333334,11.005401,330.162,7.597593,20.811467,-2.7897482,-3.4011973,2.3983861,5,1,1,1,"Splash",.08244247,.14537398,.35123452,.08448086,.33646816
"Splash","Splash",5.090589,.1,.015,.0015,52,48.5,"108","B","N","N","Fall","",58.2,70,6,8.271e-06,.0002963,.03126106,.05448233,.91395204,.91395204,1000,13,.23,1993.392,1.092e+09,.55293007,.1,32.655622,326.55621,7.597593,20.811467,-.59252375,-2.3025851,3.486017,5,1,1,1,"Splash",.04111359,.08229921,.2728789,.08852646,.51518184
"Splash","Splash",5.090589,.1,.015,.003,52,71.1,"178","T","N","N","Fall","",85.3,71,7,.00004815,.00172235,.15772063,.19455967,.6459492,.6459492,1000,13,.23,1993.392,1.092e+09,2.2117203,.20000001,64.258563,321.29281,7.597593,20.811467,.79377061,-1.6094379,4.162915,5,1,.9998909,1,"Splash",.01435282,.03128008,.13666458,.05990095,.75780157
"Splash","Splash",5.090589,.1,.015,.004,52,74.5,"168","M","Y","Sheet","Stick","Sheet Falls on center",89.4,72,8,.0001558,.00555128,.37474638,.25902812,.36051842,.37474638,1000,13,.23,1993.392,1.092e+09,3.9319474,.26666669,84.767241,317.87713,7.597593,20.811467,1.3691348,-1.3217558,4.4399092,5,1,.6766892,1,"Splash",.00717349,.01600157,.07642557,.03727626,.86312311
"Splash","Splash",5.090589,.1,.02,.0005,52,68.2,"106","B","N","N","BUP","",81.8,73,9,7.244e-07,.00002596,.00282017,.00533231,.99182084,.99182084,1000,13,.23,1993.392,6.144e+08,.06143668,.025,11.005401,440.216,7.597593,20.236103,-2.7897482,-3.6888794,2.3983861,1,1,1,1,"Splash",.08244247,.14537398,.35123452,.08448086,.33646816
"Splash","Splash",5.090589,.1,.02,.0015,52,69.3,"117","M","Y","N","SD","",83.2,74,10,2.344e-06,.00008401,.0090683,.01683921,.97400614,.97400614,1000,13,.23,1993.392,6.144e+08,.55293007,.075,32.655622,435.40827,7.597593,20.236103,-.59252375,-2.5902671,3.486017,1,1,1,1,"Splash",.04111359,.08229921,.2728789,.08852646,.51518184
"Splash","Splash",5.090589,.1,.02,.003,52,92,"107","M","N","N","SD","",110.4,75,11,.00001365,.00048886,.05054011,.08343164,.86552575,.86552575,1000,13,.23,1993.392,6.144e+08,2.2117203,.15,64.258563,428.39041,7.597593,20.236103,.79377061,-1.89712,4.162915,1,1,1,1,"Splash",.01435282,.03128008,.13666458,.05990095,.75780157
"Splash","Splash",5.090589,.1,.02,.004,52,96.7,"123","M","Y","Sheet","Stick","Sheet Falls on center",116,76,12,.00004417,.0015802,.14663638,.1863133,.66542595,.66542595,1000,13,.23,1993.392,6.144e+08,3.9319474,.20000001,84.767241,423.83618,7.597593,20.236103,1.3691348,-1.6094378,4.4399092,1,1,.9999039,1,"Splash",.00717349,.01600157,.07642557,.03727626,.86312311
"Splash","Splash",5.090589,.1,.025,.0005,52,88.2,"113","B","N","N","BUP","",105.8,77,13,2.054e-07,7.359e-06,.00080105,.00152352,.99766787,.99766787,1000,13,.23,1993.392,3.932e+08,.06143668,.02,11.005401,550.27002,7.597593,19.789815,-2.7897482,-3.912023,2.3983861,2,1,1,1,"Splash",.08244247,.14537398,.35123452,.08448086,.33646816
"Splash","Splash",5.090589,.1,.025,.0015,52,85.7,"157","B","N","N","BUP","",102.8,78,14,6.646e-07,.00002381,.00258764,.00489595,.99249193,.99249193,1000,13,.23,1993.392,3.932e+08,.55293007,.06,32.655622,544.26036,7.597593,19.789815,-.59252375,-2.8134107,3.486017,2,1,1,1,"Splash",.04111359,.08229921,.2728789,.08852646,.51518184
"Splash","Splash",5.090589,.1,.025,.003,52,108.9,"174","M","Y","N","SD","",130.7,79,15,3.869e-06,.00013862,.01487532,.02716484,.95781736,.95781736,1000,13,.23,1993.392,3.932e+08,2.2117203,.12,64.258563,535.48803,7.597593,19.789815,.79377061,-2.1202635,4.162915,2,1,1,1,"Splash",.01435282,.03128008,.13666458,.05990095,.75780157
"Splash","Splash",5.090589,.1,.025,.004,52,122.9,"189","M","Y","N","SD","",147.5,80,16,.00001252,.00044846,.04656032,.07772267,.87525602,.87525602,1000,13,.23,1993.392,3.932e+08,3.9319474,.16000001,84.767241,529.79524,7.597593,19.789815,1.3691348,-1.8325814,4.4399092,2,1,1,1,"Splash",.00717349,.01600157,.07642557,.03727626,.86312311
"Splash","Splash",5.090589,.15,.01,.0005,52,32.1,"72","M","N","N","DIS","",38.5,81,1,.00001426,.00051079,.05268751,.0864565,.86033094,.86033094,1000,33,.49,785.27564,1.374e+09,.03436069,.05,5.1603439,103.20687,6.6660348,21.041303,-3.3708422,-2.9957322,1.6410032,5,1,.9666104,1,"Splash",.09886672,.16597607,.36198055,.07975167,.29342498
"Splash","Splash",5.090589,.15,.01,.0015,52,35,"97","M","N","N","Ring","",42,82,2,.00004615,.00165103,.15219626,.19052935,.65557721,.65557721,1000,33,.49,785.27564,1.374e+09,.30924615,.15,15.280207,101.86804,6.6660348,21.041303,-1.1736177,-1.89712,2.7265583,5,1,.4905573,0,"Splash",.0720451,.131099,.33994934,.08708841,.36981815
"Intact Sheet","Intact Sheet",5.090589,.15,.01,.003,52,40.8,"N","N","N","N","Stick","Higher Stick",49,83,3,.00026862,.00953169,.50449779,.23930956,.24639235,.50449779,1000,33,.49,785.27564,1.374e+09,1.2369846,.30000001,29.977108,99.923689,6.6660348,21.041303,.21267665,-1.2039728,3.400434,5,0,.0037187,0,"Broken or Intact Sheet",.04487741,.08878323,.28472309,.08931133,.49230494
"Intact Sheet","Intact Sheet",5.090589,.15,.01,.004,52,41.3,"N","N","N","N","Stick","",49.6,84,4,.00086877,.03016668,.7430636,.13414176,.09175919,.7430636,1000,33,.49,785.27564,1.374e+09,2.1990839,.40000003,39.46727,98.668169,6.6660348,21.041303,.78804088,-.91629066,3.6754717,5,0,.000068,0,"Broken or Intact Sheet",.03285649,.06750042,.24179833,.08498957,.5728552
"Splash","Splash",5.090589,.15,.015,.0005,52,42.5,"73","M","N","N","DIS","",51,85,5,4.043e-06,.00014485,.01553267,.02831184,.9560066,.9560066,1000,33,.49,785.27564,6.109e+08,.03436069,.03333334,5.1603439,154.81031,6.6660348,20.230373,-3.3708422,-3.4011973,1.6410032,1,1,.9997308,1,"Splash",.09886672,.16597607,.36198055,.07975167,.29342498
"Splash","Splash",5.090589,.15,.015,.0015,52,48.9,"97","M","N","N","DIS","",58.7,86,6,.00001308,.00046859,.04854746,.08059005,.87038082,.87038082,1000,33,.49,785.27564,6.109e+08,.30924615,.1,15.280207,152.80207,6.6660348,20.230373,-1.1736177,-2.3025851,2.7265583,1,1,.9913843,1,"Splash",.0720451,.131099,.33994934,.08708841,.36981815
"Splash","Splash",5.090589,.15,.015,.003,52,53.6,"121","M","N","N","Ring","",64.3,87,7,.00007616,.00272148,.22805981,.23351872,.53562383,.53562383,1000,33,.49,785.27564,6.109e+08,1.2369846,.20000001,29.977108,149.88553,6.6660348,20.230373,.21267665,-1.6094379,3.400434,1,1,.2867329,0,"Splash",.04487741,.08878323,.28472309,.08931133,.49230494
"Intact Sheet","Intact Sheet",5.090589,.15,.015,.004,52,56.5,"N","N","N","N","Stick","Castle",67.8,88,8,.00024641,.00875098,.48373294,.24450688,.26276278,.48373294,1000,33,.49,785.27564,6.109e+08,2.1990839,.26666669,39.46727,148.00225,6.6660348,20.230373,.78804088,-1.3217558,3.6754717,1,0,.0068001,0,"Broken or Intact Sheet",.03285649,.06750042,.24179833,.08498957,.5728552
"Splash","Splash",5.090589,.15,.02,.0005,52,56,"76","M","N","N","DIS","",67.2,89,9,1.146e-06,.00004106,.0044534,.00838066,.98712373,.98712373,1000,33,.49,785.27564,3.436e+08,.03436069,.025,5.1603439,206.41374,6.6660348,19.655009,-3.3708422,-3.6888794,1.6410032,2,1,.999996,1,"Splash",.09886672,.16597607,.36198055,.07975167,.29342498
"Splash","Splash",5.090589,.15,.02,.0015,52,63,"90","M","N","N","DIS","",75.6,90,10,3.708e-06,.00013287,.01426725,.02609992,.95949625,.95949625,1000,33,.49,785.27564,3.436e+08,.30924615,.075,15.280207,203.73609,6.6660348,19.655009,-1.1736177,-2.5902671,2.7265583,2,1,.9998624,1,"Splash",.0720451,.131099,.33994934,.08708841,.36981815
"Splash","Splash",5.090589,.15,.02,.003,52,68.1,"135","M","N","N","Ring","",81.7,91,11,.00002159,.00077302,.0776146,.11886458,.8027262,.8027262,1000,33,.49,785.27564,3.436e+08,1.2369846,.15,29.977108,199.84738,6.6660348,19.655009,.21267665,-1.89712,3.400434,2,1,.9587445,1,"Splash",.04487741,.08878323,.28472309,.08931133,.49230494
"Splash","Splash",5.090589,.15,.02,.004,52,74.5,"129","M","N","N","Fall","Droplet on edge",89.4,92,12,.00006986,.00249709,.21332571,.22709985,.55700749,.55700749,1000,33,.49,785.27564,3.436e+08,2.1990839,.20000001,39.46727,197.33634,6.6660348,19.655009,.78804088,-1.6094378,3.6754717,2,1,.2720589,0,"Splash",.03285649,.06750042,.24179833,.08498957,.5728552
"Splash","Splash",5.090589,.15,.025,.0005,52,65.8,"89","T","N","N","DIS","",79,93,13,3.248e-07,.00001164,.00126648,.00240545,.9963161,.9963161,1000,33,.49,785.27564,2.199e+08,.03436069,.02,5.1603439,258.01719,6.6660348,19.208721,-3.3708422,-3.912023,1.6410032,2,1,.9999999,1,"Splash",.09886672,.16597607,.36198055,.07975167,.29342498
"Splash","Splash",5.090589,.15,.025,.0015,52,74.6,"97","M","N","N","DIS","",89.5,94,14,1.051e-06,.00003767,.00408677,.00769888,.98817563,.98817563,1000,33,.49,785.27564,2.199e+08,.30924615,.06,15.280207,254.67012,6.6660348,19.208721,-1.1736177,-2.8134107,2.7265583,2,1,.9999974,1,"Splash",.0720451,.131099,.33994934,.08708841,.36981815
"Splash","Splash",5.090589,.15,.025,.003,52,81.6,"137","M","N","N","Ring","",97.9,95,15,6.120e-06,.00021925,.02332357,.04157602,.93487504,.93487504,1000,33,.49,785.27564,2.199e+08,1.2369846,.12,29.977108,249.80923,6.6660348,19.208721,.21267665,-2.1202635,3.400434,2,1,.9991127,1,"Splash",.04487741,.08878323,.28472309,.08931133,.49230494
"Splash","Splash",5.090589,.15,.025,.004,52,86.8,"132","M","Y","N","Ring","",104.2,96,16,.0000198,.00070917,.07166739,.11156894,.8160347,.8160347,1000,33,.49,785.27564,2.199e+08,2.1990839,.16000001,39.46727,246.67043,6.6660348,19.208721,.78804088,-1.8325814,3.6754717,2,1,.9449686,1,"Splash",.03285649,.06750042,.24179833,.08498957,.5728552
"Splash","Splash",5.090589,.25,.01,.0005,52,26.8,"67","M","N","N","DIS","",32.2,97,1,.00003568,.00127697,.12197122,.16557043,.71114571,.71114571,1000,64,.96,404.90775,6.944e+08,.01736111,.05,2.6341004,52.682004,6.0036593,20.358623,-4.0535225,-2.9957322,.96854171,1,1,.1589887,0,"Splash",.10682839,.17515946,.36479744,.07736301,.27585171
"Intact Sheet","Intact Sheet",5.090589,.25,.01,.0015,52,30.8,"N","N","N","N","Stuck","",37,98,2,.00011546,.00412008,.3085135,.25518826,.4320627,.4320627,1000,64,.96,404.90775,6.944e+08,.15625,.15,7.8008056,52.005369,6.0036593,20.358623,-1.856298,-1.89712,2.054227,1,0,.0332277,0,"Broken or Intact Sheet",.09111395,.1565377,.35783617,.08203831,.31247387
"Intact Sheet","Intact Sheet",5.090589,.25,.01,.003,52,35,"N","N","N","N","Stuck","",42,99,3,.0006718,.02349276,.70181007,.15845191,.11557346,.70181007,1000,64,.96,404.90775,6.944e+08,.62500001,.30000001,15.306717,51.02239,6.0036593,20.358623,-.47000361,-1.2039728,2.7282918,1,0,.0021203,0,"Broken or Intact Sheet",.07198456,.13101293,.33987115,.08710206,.3700293
"Crater","Crater",5.090589,.25,.01,.004,52,33.2,"N","N","N","N","Stuck","",39.8,100,4,.00217081,.07202112,.82135434,.06564128,.03881245,.82135434,1000,64,.96,404.90775,6.944e+08,1.1111112,.40000003,20.154985,50.387458,6.0036593,20.358623,.10536061,-.91629066,3.0034516,1,0,.000285,0,"Crater",.06167203,.11583401,.32405002,.08903729,.40940664
"Splash","Splash",5.090589,.25,.015,.0005,52,40.2,"73","M","N","N","DIS","",48.2,101,5,.00001011,.00036232,.03795981,.06491637,.89675138,.89675138,1000,64,.96,404.90775,3.086e+08,.01736111,.03333334,2.6341004,79.023006,6.0036593,19.547693,-4.0535225,-3.4011973,.96854171,2,1,.6903436,1,"Splash",.10682839,.17515946,.36479744,.07736301,.27585171
"Broken Sheet","Broken Sheet",5.090589,.25,.015,.0015,52,40.2,"99","N","N","N","Stuck","",48.2,102,6,.00003273,.00117153,.11305215,.15720045,.72854314,.72854314,1000,64,.96,404.90775,3.086e+08,.15625,.1,7.8008056,78.008053,6.0036593,19.547693,-1.856298,-2.3025851,2.054227,2,0,.2790466,0,"Broken or Intact Sheet",.09111395,.1565377,.35783617,.08203831,.31247387
"Intact Sheet","Intact Sheet",5.090589,.25,.015,.003,52,43.1,"N","N","N","N","Stuck","",51.7,103,7,.00019052,.00677986,.42191763,.25557296,.31553903,.42191763,1000,64,.96,404.90775,3.086e+08,.62500001,.20000001,15.306717,76.533585,6.0036593,19.547693,-.47000361,-1.6094379,2.7282918,2,0,.0218671,0,"Broken or Intact Sheet",.07198456,.13101293,.33987115,.08710206,.3700293
"Intact Sheet","Intact Sheet",5.090589,.25,.015,.004,52,49.5,"N","N","N","N","Stuck","",59.4,104,8,.0006163,.02159494,.68626723,.16683122,.12469032,.68626723,1000,64,.96,404.90775,3.086e+08,1.1111112,.26666669,20.154985,75.581187,6.0036593,19.547693,.10536061,-1.3217558,3.0034516,2,0,.0028604,0,"Broken or Intact Sheet",.06167203,.11583401,.32405002,.08903729,.40940664
"Splash","Splash",5.090589,.25,.02,.0005,52,47.8,"79","M","N","N","DIS","",57.3,105,9,2.867e-06,.00010273,.01106694,.02043253,.96839494,.96839494,1000,64,.96,404.90775,1.736e+08,.01736111,.025,2.6341004,105.36401,6.0036593,18.972328,-4.0535225,-3.6888794,.96854171,3,1,.9499922,1,"Splash",.10682839,.17515946,.36479744,.07736301,.27585171
"Splash","Splash",5.090589,.25,.02,.0015,52,53.6,"80","M","N","N","SD","",64.3,106,10,9.278e-06,.00033238,.03493343,.06025331,.90447161,.90447161,1000,64,.96,404.90775,1.736e+08,.15625,.075,7.8008056,104.01074,6.0036593,18.972328,-1.856298,-2.5902671,2.054227,3,1,.7609042,1,"Splash",.09111395,.1565377,.35783617,.08203831,.31247387
"Intact Sheet","Intact Sheet",5.090589,.25,.02,.003,52,55.9,"N","N","N","N","Stuck","",67.1,107,11,.00005401,.00193173,.17352362,.20524805,.61924258,.61924258,1000,64,.96,404.90775,1.736e+08,.62500001,.15,15.306717,102.04478,6.0036593,18.972328,-.47000361,-1.89712,2.7282918,3,0,.1485282,0,"Broken or Intact Sheet",.07198456,.13101293,.33987115,.08710206,.3700293
"Intact Sheet","Intact Sheet",5.090589,.25,.02,.004,52,61.8,"N","N","N","N","Stuck","",74.2,108,12,.00017477,.00622305,.40149623,.25764131,.33446464,.40149623,1000,64,.96,404.90775,1.736e+08,1.1111112,.20000001,20.154985,100.77492,6.0036593,18.972328,.10536061,-1.6094378,3.0034516,3,0,.0211733,0,"Broken or Intact Sheet",.06167203,.11583401,.32405002,.08903729,.40940664
"Splash","Splash",5.090589,.25,.025,.0005,52,58.3,"77","M","N","N","DIS","",69.9,109,13,8.127e-07,.00002912,.00316259,.00597383,.99083364,.99083364,1000,64,.96,404.90775,1.111e+08,.01736111,.02,2.6341004,131.70501,6.0036593,18.526041,-4.0535225,-3.912023,.96854171,3,1,.9932632,1,"Splash",.10682839,.17515946,.36479744,.07736301,.27585171
"Splash","Splash",5.090589,.25,.025,.0015,52,64.7,"98","M","N","N","SD","",77.6,110,14,2.630e-06,.00009424,.0101615,.01880983,.9709318,.9709318,1000,64,.96,404.90775,1.111e+08,.15625,.06,7.8008056,130.01343,6.0036593,18.526041,-1.856298,-2.8134107,2.054227,3,1,.9598917,1,"Splash",.09111395,.1565377,.35783617,.08203831,.31247387
"Broken Sheet","Broken Sheet",5.090589,.25,.025,.003,52,68.7,"130","M","N","N","Fall","",82.4,111,15,.00001531,.00054837,.05634274,.09151722,.85157635,.85157635,1000,64,.96,404.90775,1.111e+08,.62500001,.12,15.306717,127.55598,6.0036593,18.526041,-.47000361,-2.1202635,2.7282918,3,0,.5560825,1,"Broken or Intact Sheet",.07198456,.13101293,.33987115,.08710206,.3700293
"Intact Sheet","Intact Sheet",5.090589,.25,.025,.004,52,71.7,"N","N","N","N","Stuck","Small Inflection?",86,112,16,.00004955,.00177233,.16154844,.19726142,.63936826,.63936826,1000,64,.96,404.90775,1.111e+08,1.1111112,.16000001,20.154985,125.96865,6.0036593,18.526041,.10536061,-1.8325814,3.0034516,3,0,.1310017,0,"Broken or Intact Sheet",.06167203,.11583401,.32405002,.08903729,.40940664
"Crater","Crater",5.090589,1,.01,.0005,52,23.9,"N","N","N","N","Stuck","",28.7,113,1,.03348125,.52715725,.43208971,.00474227,.00252952,.52715725,1000,106,2.1,244.4726,2.404e+08,.00600907,.05,1.2060656,24.121311,5.4991033,19.29766,-5.1144851,-2.9957322,.18736351,2,0,.0180584,0,"Crater",.11157462,.18039763,.36587967,.07593678,.2662113
"Crater","Crater",5.090589,1,.01,.0015,52,23.9,"N","N","N","Y","Stuck","Tiny retraction",28.7,114,2,.1008043,.70424379,.19269355,.00147537,.000783,.70424379,1000,106,2.1,244.4726,2.404e+08,.05408163,.15,3.582846,23.885639,5.4991033,19.29766,-2.9172606,-1.89712,1.2761574,2,0,.0088151,0,"Crater",.10377419,.17169618,.36387366,.07828128,.28237468
"Crater","Crater",5.090589,1,.01,.003,52,23.3,"N","N","N","Y","Stuck","Flat",28,115,3,.3949082,.56515658,.03954658,.00025407,.00013458,.56515658,1000,106,2.1,244.4726,2.404e+08,.21632653,.30000001,7.0621926,23.540641,5.4991033,19.29766,-1.5309663,-1.2039728,1.9547556,2,0,.0027584,0,"Crater",.09322576,.1591584,.35911634,.08142209,.3070774
"Crater","Crater",5.090589,1,.01,.004,52,30.8,"N","N","N","Y","Stuck","Flat",37,116,4,.67867044,.30863915,.01257028,.00007854,.00004159,.67867044,1000,106,2.1,244.4726,2.404e+08,.38458054,.40000003,9.3264513,23.316127,5.4991033,19.29766,-.95560206,-.91629066,2.2328546,2,0,.0012032,0,"Crater",.0868877,.15117869,.35490217,.08324953,.32378191
"Intact Sheet","Intact Sheet",5.090589,1,.015,.0005,52,40.2,"N","N","N","N","Stuck","",48.2,117,5,.00972388,.25590193,.70918359,.01632358,.00886702,.70918359,1000,106,2.1,244.4726,1.068e+08,.00600907,.03333334,1.2060656,36.181966,5.4991033,18.48673,-5.1144851,-3.4011973,.18736351,3,0,.0507608,0,"Broken or Intact Sheet",.11157462,.18039763,.36587967,.07593678,.2662113
"Crater","Crater",5.090589,1,.015,.0015,52,40.2,"N","N","N","Y","Stuck","Tiny retraction",48.2,118,6,.03079859,.50848656,.45279291,.00516508,.00275685,.50848656,1000,106,2.1,244.4726,1.068e+08,.05408163,.1,3.582846,35.828458,5.4991033,18.48673,-2.9172606,-2.3025851,1.2761574,3,0,.0244904,0,"Crater",.10377419,.17169618,.36387366,.07828128,.28237468
"Crater","Crater",5.090589,1,.015,.003,52,37.3,"N","N","N","Y","Stuck","Fill back",44.7,119,7,.15611665,.7159167,.1265969,.00089511,.00047463,.7159167,1000,106,2.1,244.4726,1.068e+08,.21632653,.20000001,7.0621926,35.310962,5.4991033,18.48673,-1.5309663,-1.6094379,1.9547556,3,0,.0074159,0,"Crater",.09322576,.1591584,.35911634,.08142209,.3070774
"Crater","Crater",5.090589,1,.015,.004,52,36.2,"N","N","N","Y","Stuck","Fill back",43.4,120,8,.37448689,.582135,.04295445,.00027695,.00014671,.582135,1000,106,2.1,244.4726,1.068e+08,.38458054,.26666669,9.3264513,34.97419,5.4991033,18.48673,-.95560206,-1.3217558,2.2328546,3,0,.0031501,0,"Crater",.0868877,.15117869,.35490217,.08324953,.32378191
"Intact Sheet","Intact Sheet",5.090589,1,.02,.0005,52,54.8,"N","N","N","Y","Stuck","Tiny retraction",65.7,121,9,.00277567,.09021834,.8234579,.0529525,.03059559,.8234579,1000,106,2.1,244.4726,60090706,.00600907,.025,1.2060656,48.242622,5.4991033,17.911366,-5.1144851,-3.6888794,.18736351,3,0,.1223649,0,"Broken or Intact Sheet",.11157462,.18039763,.36587967,.07593678,.2662113
"Intact Sheet","Intact Sheet",5.090589,1,.02,.0015,52,61.2,"N","N","N","N","Stuck","",73.4,122,10,.00892718,.24021011,.72346411,.01774019,.00965841,.72346411,1000,106,2.1,244.4726,60090706,.05408163,.075,3.582846,47.771278,5.4991033,17.911366,-2.9172606,-2.5902671,1.2761574,3,0,.0603364,0,"Broken or Intact Sheet",.10377419,.17169618,.36387366,.07828128,.28237468
