Trial,Model,Train,Test
11,RMSprop,0.803921568627451,0.6538461538461539
11,Adam,0.803921568627451,0.6538461538461539
11,AdamW,0.803921568627451,0.6730769230769231
11,Adagrad,0.803921568627451,0.6730769230769231
11,Adadelta,0.803921568627451,0.6730769230769231
11,SGD,0.803921568627451,0.6730769230769231
11,Nadam,0.803921568627451,0.6346153846153846
11,Adafactor,0.803921568627451,0.6153846153846154
11,Adamax,0.803921568627451,0.6730769230769231
11,LossScaleOptimizer(Adam),0.803921568627451,0.5769230769230769
12,RMSprop,0.803921568627451,0.6730769230769231
12,Adam,0.803921568627451,0.6346153846153846
12,AdamW,0.803921568627451,0.6730769230769231
12,Adagrad,0.803921568627451,0.5961538461538461
12,Adadelta,0.803921568627451,0.5961538461538461
12,SGD,0.803921568627451,0.5961538461538461
