newcatc,newcat,velocity,weightpercentw,diametermm,thicknessmm,heightin,craterdiameterfromouteredgesmm,whenbreakupstartsframe,breakuplocation,inflectionpoint,retraction,category,comments,craterdiameterfromouteredgesmmno,rownum,blocknum,pcat1,pcat2,pcat3,pcat4,pcat5,pcatmax,rho,sigma_y,nu,sigma_i,sigma_f,sigma_v,pi1,pi2,pi3,pi4,pi5,pi6,pi7,pi8,,,,_clus_2,splash,predsplash,issplash,newcat1,aaa1,aaa2,aaa3,aaa4,aaa5
Splash,Splash,2.55,0.15,0.02,0.00,13,46.60,119,B,N,N,OUT,,55.90,217,9,0.00,0.00,0.24,0.24,0.52,0.52,"1,000.30",33,0.49,"6,480.47","2,527.39","2,494.39",5865.6503085011300000000000000,5713.4752412284000000000000000,196.3778075441750000000000000,54.9935860058309000000000000,0.0343709912536443000000000,0.0000000114852710767800000,19.2662970564468000000000000,0.7273575503106640000000000,,,,2,1,0.71,1,Splash,0.11,0.18,0.36,0.08,0.28
Broken Sheet,Broken Sheet,2.55,0.15,0.02,0.00,13,51.40,198,M,Y,N,Fall,Sheet Changes Concavity,61.70,218,10,0.00,0.01,0.50,0.24,0.25,0.50,"1,000.30",33,0.49,"6,480.47",864.46,831.46,686.2222714496200000000000000,634.8305823587110000000000000,196.3778075441750000000000000,54.9935860058309000000000000,0.3093389212827990000000000,0.0000002945193706366590000,57.7988911693404000000000000,0.2424525167702210000000000,,,,2,0,0.26,0,Broken or Intact Sheet,0.09,0.16,0.36,0.08,0.31
Broken Sheet,Broken Sheet,2.55,0.15,0.02,0.00,13,53.80,194,M,N,N,Fall,,64.50,219,11,0.00,0.05,0.80,0.09,0.05,0.80,"1,000.30",33,0.49,"6,480.47",448.73,415.73,184.9034901351320000000000000,158.7076455896780000000000000,196.3778075441750000000000000,54.9935860058309000000000000,1.2373556851312000000000000,0.0000021860674599110700000,115.5977823386810000000000000,0.1212262583851110000000000,,,,2,0,0.01,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.36
Intact Sheet,Intact Sheet,2.55,0.15,0.02,0.00,13,56.90,N,N,N,N,Stick,,68.30,220,12,0.00,0.15,0.80,0.03,0.02,0.80,"1,000.30",33,0.49,"6,480.47",344.80,311.80,109.1699340532850000000000000,89.2730506441938000000000000,196.3778075441750000000000000,54.9935860058309000000000000,2.1997434402332400000000000,0.0000049367866285859700000,154.1303764515740000000000000,0.0909196937888330000000000,,,,2,0,0.00,0,Broken or Intact Sheet,0.06,0.12,0.33,0.09,0.40
Splash,Splash,2.55,0.15,0.03,0.00,13,57.30,156,B,T,N,BUP,,68.80,221,13,0.00,0.00,0.08,0.12,0.79,0.79,"1,000.30",33,0.49,"6,480.47","2,527.39","2,494.39",5865.6503085011300000000000000,5713.4752412284000000000000000,196.3778075441750000000000000,85.9274781341108000000000000,0.0343709912536443000000000,0.0000000114852710767800000,24.0828713205585000000000000,0.5818860402485320000000000,,,,2,1,0.95,1,Splash,0.11,0.18,0.36,0.08,0.28
Broken Sheet,Broken Sheet,2.55,0.15,0.03,0.00,13,67.30,196,M,N,N,Fall,Fall Over,80.80,222,14,0.00,0.00,0.22,0.23,0.54,0.54,"1,000.30",33,0.49,"6,480.47",864.46,831.46,686.2222714496200000000000000,634.8305823587110000000000000,196.3778075441750000000000000,85.9274781341108000000000000,0.3093389212827990000000000,0.0000002945193706366590000,72.2486139616755000000000000,0.1939620134161770000000000,,,,2,0,0.72,1,Broken or Intact Sheet,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,2.55,0.15,0.03,0.00,13,68.30,N,N,N,N,Fall,,81.90,223,15,0.00,0.02,0.61,0.20,0.17,0.61,"1,000.30",33,0.49,"6,480.47",448.73,415.73,184.9034901351320000000000000,158.7076455896780000000000000,196.3778075441750000000000000,85.9274781341108000000000000,1.2373556851312000000000000,0.0000021860674599110700000,144.4972279233510000000000000,0.0969810067080886000000000,,,,2,0,0.07,0,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.36
Intact Sheet,Intact Sheet,2.55,0.15,0.03,0.00,13,62.30,N,N,N,N,Stick,,74.80,224,16,0.00,0.05,0.80,0.10,0.06,0.80,"1,000.30",33,0.49,"6,480.47",344.80,311.80,109.1699340532850000000000000,89.2730506441938000000000000,196.3778075441750000000000000,85.9274781341108000000000000,2.1997434402332400000000000,0.0000049367866285859700000,192.6629705644680000000000000,0.0727357550310664000000000,,,,2,0,0.01,0,Broken or Intact Sheet,0.06,0.12,0.33,0.09,0.40
Crater,Crater,2.55,0.25,0.01,0.00,13,23.10,N,N,N,N,Stuck,,27.70,225,1,0.00,0.08,0.82,0.06,0.03,0.82,"1,000.50",64,0.96,"6,481.76","4,950.97","4,886.97",5984.3893525572200000000000000,5830.6716825572200000000000000,101.2775524027520000000000000,6.9479166666666700000000000,0.0173697916666667000000000,0.0000000216076565174393000,3.4960787267254700000000000,2.8785607196401800000000000,,,,1,0,0.00,0,Crater,0.11,0.18,0.37,0.08,0.27
Crater,Crater,2.55,0.25,0.01,0.00,13,20.30,N,N,N,N,Stuck,,24.40,226,2,0.01,0.22,0.74,0.02,0.01,0.74,"1,000.50",64,0.96,"6,481.76","1,692.99","1,628.99",699.7582991730250000000000000,647.8524091730250000000000000,101.2775524027520000000000000,6.9479166666666700000000000,0.1563281250000000000000000,0.0000005543712582594370000,10.4882361801764000000000000,0.9595202398800600000000000,,,,1,0,0.00,0,Crater,0.10,0.17,0.36,0.08,0.28
Crater,Crater,2.55,0.25,0.01,0.00,13,21.30,N,N,N,N,Stuck,,25.60,227,3,0.04,0.59,0.36,0.00,0.00,0.59,"1,000.50",64,0.96,"6,481.76",878.49,814.49,188.4160472932560000000000000,161.9631022932560000000000000,101.2775524027520000000000000,6.9479166666666700000000000,0.6253125000000000000000000,0.0000041177584856798700000,20.9764723603528000000000000,0.4797601199400300000000000,,,,1,0,0.00,0,Crater,0.09,0.16,0.36,0.08,0.31
Crater,Crater,2.55,0.25,0.01,0.00,13,25.30,N,N,N,N,Stuck,,30.40,228,4,0.13,0.72,0.15,0.00,0.00,0.72,"1,000.50",64,0.96,"6,481.76",674.87,610.87,111.1939537899570000000000000,91.1042450399566000000000000,101.2775524027520000000000000,6.9479166666666700000000000,1.1116666666666700000000000,0.0000093032849495352500000,27.9686298138038000000000000,0.3598200899550220000000000,,,,1,0,0.00,0,Crater,0.09,0.15,0.35,0.08,0.33
Intact Sheet,Intact Sheet,2.55,0.25,0.02,0.00,13,38.80,N,N,N,N,Stuck,,46.50,229,5,0.00,0.02,0.71,0.15,0.11,0.71,"1,000.50",64,0.96,"6,481.76","4,950.97","4,886.97",5984.3893525572200000000000000,5830.6716825572200000000000000,101.2775524027520000000000000,15.6328125000000000000000000,0.0173697916666667000000000,0.0000000216076565174393000,5.2441180900882100000000000,1.9190404797601200000000000,,,,2,0,0.02,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Crater,Crater,2.55,0.25,0.02,0.00,13,31.40,N,N,N,N,Stuck,Bad Droplet,37.70,230,6,0.00,0.08,0.82,0.06,0.04,0.82,"1,000.50",64,0.96,"6,481.76","1,692.99","1,628.99",699.7582991730250000000000000,647.8524091730250000000000000,101.2775524027520000000000000,15.6328125000000000000000000,0.1563281250000000000000000,0.0000005543712582594370000,15.7323542702646000000000000,0.6396801599200400000000000,,,,2,0,0.01,0,Crater,0.10,0.17,0.36,0.08,0.28
Crater,Crater,2.55,0.25,0.02,0.00,13,30.50,N,N,N,N,Stuck,,36.60,231,7,0.01,0.32,0.65,0.01,0.01,0.65,"1,000.50",64,0.96,"6,481.76",878.49,814.49,188.4160472932560000000000000,161.9631022932560000000000000,101.2775524027520000000000000,15.6328125000000000000000000,0.6253125000000000000000000,0.0000041177584856798700000,31.4647085405293000000000000,0.3198400799600200000000000,,,,2,0,0.00,0,Crater,0.09,0.16,0.36,0.08,0.31
Crater,Crater,2.55,0.25,0.02,0.00,13,30,N,N,N,N,Stuck,,36,232,8,0.04,0.57,0.38,0.00,0.00,0.57,"1,000.50",64,0.96,"6,481.76",674.87,610.87,111.1939537899570000000000000,91.1042450399566000000000000,101.2775524027520000000000000,15.6328125000000000000000000,1.1116666666666700000000000,0.0000093032849495352500000,41.9529447207057000000000000,0.2398800599700150000000000,,,,2,0,0.00,0,Crater,0.09,0.15,0.35,0.08,0.33
Intact Sheet,Intact Sheet,2.55,0.25,0.02,0.00,13,49.80,N,N,N,N,Stuck,,59.80,233,9,0.00,0.01,0.43,0.25,0.30,0.43,"1,000.50",64,0.96,"6,481.76","4,950.97","4,886.97",5984.3893525572200000000000000,5830.6716825572200000000000000,101.2775524027520000000000000,27.7916666666667000000000000,0.0173697916666667000000000,0.0000000216076565174393000,6.9921574534509500000000000,1.4392803598200900000000000,,,,3,0,0.05,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,2.55,0.25,0.02,0.00,13,43.40,N,N,N,N,Stuck,,52.10,234,10,0.00,0.02,0.70,0.16,0.12,0.70,"1,000.50",64,0.96,"6,481.76","1,692.99","1,628.99",699.7582991730250000000000000,647.8524091730250000000000000,101.2775524027520000000000000,27.7916666666667000000000000,0.1563281250000000000000000,0.0000005543712582594370000,20.9764723603528000000000000,0.4797601199400300000000000,,,,3,0,0.02,0,Broken or Intact Sheet,0.10,0.17,0.36,0.08,0.28
Crater,Crater,2.55,0.25,0.02,0.00,13,40.20,N,N,N,N,Stuck,,48.20,235,11,0.00,0.12,0.81,0.04,0.02,0.81,"1,000.50",64,0.96,"6,481.76",878.49,814.49,188.4160472932560000000000000,161.9631022932560000000000000,101.2775524027520000000000000,27.7916666666667000000000000,0.6253125000000000000000000,0.0000041177584856798700000,41.9529447207057000000000000,0.2398800599700150000000000,,,,3,0,0.00,0,Crater,0.09,0.16,0.36,0.08,0.31
Crater,Crater,2.55,0.25,0.02,0.00,13,36,N,N,N,N,Stuck,,43.20,236,12,0.01,0.30,0.67,0.01,0.01,0.67,"1,000.50",64,0.96,"6,481.76",674.87,610.87,111.1939537899570000000000000,91.1042450399566000000000000,101.2775524027520000000000000,27.7916666666667000000000000,1.1116666666666700000000000,0.0000093032849495352500000,55.9372596276076000000000000,0.1799100449775110000000000,,,,3,0,0.00,0,Crater,0.09,0.15,0.35,0.08,0.33
Intact Sheet,Intact Sheet,2.55,0.25,0.03,0.00,13,55.90,N,N,N,N,Stuck,,67.10,237,13,0.00,0.00,0.18,0.21,0.61,0.61,"1,000.50",64,0.96,"6,481.76","4,950.97","4,886.97",5984.3893525572200000000000000,5830.6716825572200000000000000,101.2775524027520000000000000,43.4244791666667000000000000,0.0173697916666667000000000,0.0000000216076565174393000,8.7401968168136800000000000,1.1514242878560700000000000,,,,3,0,0.13,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,2.55,0.25,0.03,0.00,13,56.30,N,N,N,N,Stuck,,67.60,238,14,0.00,0.01,0.41,0.26,0.32,0.41,"1,000.50",64,0.96,"6,481.76","1,692.99","1,628.99",699.7582991730250000000000000,647.8524091730250000000000000,101.2775524027520000000000000,43.4244791666667000000000000,0.1563281250000000000000000,0.0000005543712582594370000,26.2205904504411000000000000,0.3838080959520240000000000,,,,3,0,0.05,0,Broken or Intact Sheet,0.10,0.17,0.36,0.08,0.28
Crater,Crater,2.55,0.25,0.03,0.00,13,45.80,N,N,N,N,Stuck,,54.90,239,15,0.00,0.04,0.77,0.12,0.08,0.77,"1,000.50",64,0.96,"6,481.76",878.49,814.49,188.4160472932560000000000000,161.9631022932560000000000000,101.2775524027520000000000000,43.4244791666667000000000000,0.6253125000000000000000000,0.0000041177584856798700000,52.4411809008821000000000000,0.1919040479760120000000000,,,,3,0,0.01,0,Crater,0.09,0.16,0.36,0.08,0.31
Crater,Crater,2.55,0.25,0.03,0.00,13,49,N,N,N,N,Stuck,Vertical End,58.80,240,16,0.00,0.11,0.82,0.04,0.02,0.82,"1,000.50",64,0.96,"6,481.76",674.87,610.87,111.1939537899570000000000000,91.1042450399566000000000000,101.2775524027520000000000000,43.4244791666667000000000000,1.1116666666666700000000000,0.0000093032849495352500000,69.9215745345095000000000000,0.1439280359820090000000000,,,,3,0,0.00,0,Crater,0.09,0.15,0.35,0.08,0.33
Lump,Lump,2.55,1,0.01,0.00,13,13.50,N,N,N,Y,Stuck,Fill back,16.20,241,1,0.71,0.28,0.01,0.00,0.00,0.71,"1,002",106,2.10,"6,491.48","10,796.24","10,690.24",10373.6855821397000000000000000,10170.9829991208000000000000000,61.2403881123935000000000000,2.4084353741496600000000000,0.0060210884353741500000000,0.0000000156080094980684000,0.9423754611840280000000000,8.3041464241328700000000000,,,,2,0,0.00,0,Lump,0.11,0.18,0.37,0.08,0.26
Lump,Lump,2.55,1,0.01,0.00,13,16.10,N,N,N,Y,Stuck,Fill back,19.30,242,2,0.89,0.11,0.00,0.00,0.00,0.89,"1,002",106,2.10,"6,491.48","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,61.2403881123935000000000000,2.4084353741496600000000000,0.0541897959183673000000000,0.0000004053410254643500000,2.8271263835520800000000000,2.7680488080442900000000000,,,,2,0,0.00,0,Lump,0.11,0.18,0.37,0.08,0.27
Lump,Lump,2.55,1,0.01,0.00,13,16.10,N,N,N,Y,Stuck,Boing,19.30,243,3,0.98,0.02,0.00,0.000004,0.000002,0.98,"1,002",106,2.10,"6,491.48","1,887.71","1,781.71",317.1444027009450000000000000,282.5273055311340000000000000,61.2403881123935000000000000,2.4084353741496600000000000,0.2167591836734690000000000,0.0000030631961034233700000,5.6542527671041700000000000,1.3840244040221400000000000,,,,2,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.28
Lump,Lump,2.55,1,0.01,0.00,13,14.30,N,N,N,Y,Stuck,Great boing,17.20,244,4,0.99,0.01,0.00,0.000001,0.000001,0.99,"1,002",106,2.10,"6,491.48","1,442.28","1,336.28",185.1344322386210000000000000,158.9216093612630000000000000,61.2403881123935000000000000,2.4084353741496600000000000,0.3853496598639460000000000,0.0000069965411031621000000,7.5390036894722200000000000,1.0380183030166100000000000,,,,2,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.29
Lump,Lump,2.55,1,0.02,0.00,13,24,N,N,N,Y,Stuck,Fill back,28.80,245,5,0.41,0.55,0.04,0.00,0.00,0.55,"1,002",106,2.10,"6,491.48","10,796.24","10,690.24",10373.6855821397000000000000000,10170.9829991208000000000000000,61.2403881123935000000000000,5.4189795918367300000000000,0.0060210884353741500000000,0.0000000156080094980684000,1.4135631917760400000000000,5.5360976160885800000000000,,,,3,0,0.00,0,Lump,0.11,0.18,0.37,0.08,0.26
Lump,Lump,2.55,1,0.02,0.00,13,24,N,N,N,Y,Stuck,Fill back,28.80,246,6,0.69,0.30,0.01,0.00,0.00,0.69,"1,002",106,2.10,"6,491.48","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,61.2403881123935000000000000,5.4189795918367300000000000,0.0541897959183673000000000,0.0000004053410254643500000,4.2406895753281200000000000,1.8453658720295300000000000,,,,3,0,0.00,0,Lump,0.11,0.18,0.37,0.08,0.27
Lump,Lump,2.55,1,0.02,0.00,13,22.70,N,N,N,Y,Stuck,Boing,27.20,247,7,0.93,0.07,0.00,0.00,0.000007,0.93,"1,002",106,2.10,"6,491.48","1,887.71","1,781.71",317.1444027009450000000000000,282.5273055311340000000000000,61.2403881123935000000000000,5.4189795918367300000000000,0.2167591836734690000000000,0.0000030631961034233700000,8.4813791506562500000000000,0.9226829360147630000000000,,,,3,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.28
Lump,Lump,2.55,1,0.02,0.00,13,18.50,N,N,N,Y,Stuck,Boing,22.20,248,8,0.98,0.02,0.00,0.000004,0.000002,0.98,"1,002",106,2.10,"6,491.48","1,442.28","1,336.28",185.1344322386210000000000000,158.9216093612630000000000000,61.2403881123935000000000000,5.4189795918367300000000000,0.3853496598639460000000000,0.0000069965411031621000000,11.3085055342083000000000000,0.6920122020110720000000000,,,,3,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.29
Lump,Lump,2.55,1,0.02,0.00,13,32.80,N,N,N,Y,Stuck,Fill back,39.30,249,9,0.16,0.71,0.12,0.00,0.00,0.71,"1,002",106,2.10,"6,491.48","10,796.24","10,690.24",10373.6855821397000000000000000,10170.9829991208000000000000000,61.2403881123935000000000000,9.6337414965986400000000000,0.0060210884353741500000000,0.0000000156080094980684000,1.8847509223680600000000000,4.1520732120664300000000000,,,,3,0,0.01,0,Lump,0.11,0.18,0.37,0.08,0.26
Lump,Lump,2.55,1,0.02,0.00,13,30,N,N,N,Y,Stuck,Fill back,36,250,10,0.39,0.57,0.04,0.00,0.00,0.57,"1,002",106,2.10,"6,491.48","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,61.2403881123935000000000000,9.6337414965986400000000000,0.0541897959183673000000000,0.0000004053410254643500000,5.6542527671041700000000000,1.3840244040221400000000000,,,,3,0,0.00,0,Lump,0.11,0.18,0.37,0.08,0.27
Lump,Lump,2.55,1,0.02,0.00,13,30.40,N,N,N,Y,Stuck,Fill back,36.50,251,11,0.79,0.21,0.01,0.00,0.00,0.79,"1,002",106,2.10,"6,491.48","1,887.71","1,781.71",317.1444027009450000000000000,282.5273055311340000000000000,61.2403881123935000000000000,9.6337414965986400000000000,0.2167591836734690000000000,0.0000030631961034233700000,11.3085055342083000000000000,0.6920122020110720000000000,,,,3,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.28
Lump,Lump,2.55,1,0.02,0.00,13,35.60,N,N,N,Y,Stuck,Fill Back,42.70,252,12,0.92,0.08,0.00,0.00,0.000007,0.92,"1,002",106,2.10,"6,491.48","1,442.28","1,336.28",185.1344322386210000000000000,158.9216093612630000000000000,61.2403881123935000000000000,9.6337414965986400000000000,0.3853496598639460000000000,0.0000069965411031621000000,15.0780073789444000000000000,0.5190091515083040000000000,,,,3,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.29
Lump,Lump,2.55,1,0.03,0.00,13,42,N,N,N,Y,Stuck,Fill back,50.40,253,13,0.05,0.62,0.32,0.00,0.00,0.62,"1,002",106,2.10,"6,491.48","10,796.24","10,690.24",10373.6855821397000000000000000,10170.9829991208000000000000000,61.2403881123935000000000000,15.0527210884354000000000000,0.0060210884353741500000000,0.0000000156080094980684000,2.3559386529600700000000000,3.3216585696531500000000000,,,,3,0,0.01,0,Lump,0.11,0.18,0.37,0.08,0.26
Lump,Lump,2.55,1,0.03,0.00,13,37.90,N,N,N,Y,Stuck,Fill Back,45.50,254,14,0.15,0.72,0.13,0.00,0.00,0.72,"1,002",106,2.10,"6,491.48","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,61.2403881123935000000000000,15.0527210884354000000000000,0.0541897959183673000000000,0.0000004053410254643500000,7.0678159588802100000000000,1.1072195232177200000000000,,,,3,0,0.01,0,Lump,0.11,0.18,0.37,0.08,0.27
Lump,Lump,2.55,1,0.03,0.00,13,41.50,N,N,N,Y,Stuck,Fill back,49.80,255,15,0.51,0.46,0.03,0.00,0.00,0.51,"1,002",106,2.10,"6,491.48","1,887.71","1,781.71",317.1444027009450000000000000,282.5273055311340000000000000,61.2403881123935000000000000,15.0527210884354000000000000,0.2167591836734690000000000,0.0000030631961034233700000,14.1356319177604000000000000,0.5536097616088580000000000,,,,3,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.28
Lump,Lump,2.55,1,0.03,0.00,13,41.10,N,N,N,Y,Stuck,Fill Back,49.30,256,16,0.77,0.22,0.01,0.00,0.00,0.77,"1,002",106,2.10,"6,491.48","1,442.28","1,336.28",185.1344322386210000000000000,158.9216093612630000000000000,61.2403881123935000000000000,15.0527210884354000000000000,0.3853496598639460000000000,0.0000069965411031621000000,18.8475092236806000000000000,0.4152073212066430000000000,,,,3,0,0.00,0,Lump,0.10,0.17,0.36,0.08,0.29
